,Poems,/People & Society/Family & Relationships/Troubled Relationships,/Arts & Entertainment/Music & Audio,/Food & Drink/Cooking & Recipes,/Arts & Entertainment,/Books & Literature,/Computers & Electronics,/Pets & Animals,/Pets & Animals/Wildlife,/Hobbies & Leisure,/Sensitive Subjects,/Shopping/Apparel,/People & Society/Family & Relationships,/Arts & Entertainment/Movies,/Pets & Animals/Pets/Birds,/Sports,/Pets & Animals/Pets/Dogs,/Pets & Animals/Pets/Cats,/People & Society,/Business & Industrial,/Food & Drink,/Health,/Sports/International Sports Competitions/Olympics,/Home & Garden/Gardening & Landscaping,/Science,/Health/Health Conditions/Cancer,/Law & Government,/Finance/Credit & Lending,/People & Society/Religion & Belief,/Arts & Entertainment/Visual Art & Design/Painting,/Health/Health Conditions,/Science/Biological Sciences,/Law & Government/Legal,/Arts & Entertainment/Performing Arts/Dance,/News/Politics,/Games/Computer & Video Games,/Sports/Individual Sports/Skate Sports,/Shopping,/Sports/Sporting Goods,/Arts & Entertainment/TV & Video,/News,/Health/Health Conditions/Pain Management,/Computers & Electronics/Computer Hardware,/Law & Government/Public Safety,/Games,/Shopping/Gifts & Special Event Items/Flowers,/Hobbies & Leisure/Special Occasions,/Arts & Entertainment/Humor,/Hobbies & Leisure/Water Activities/Surf & Swim,/Sports/Water Sports/Swimming,/Sports/International Sports Competitions,/Health/Vision Care,/Internet & Telecom,/Business & Industrial/Agriculture & Forestry,/Pets & Animals/Animal Products & Services/Pet Food & Supplies,/Home & Garden/Pest Control,/Food & Drink/Food,/Food & Drink/Beverages/Alcoholic Beverages,/People & Society/Family & Relationships/Marriage,/Beauty & Fitness/Face & Body Care,/Beauty & Fitness/Hair Care,/Food & Drink/Beverages,/Books & Literature/Poetry,/Arts & Entertainment/Visual Art & Design,/Home & Garden,/Reference,/People & Society/Family & Relationships/Family,/Sports/Team Sports,/Sports/Individual Sports/Racquet Sports,/News/Sports News,/Arts & Entertainment/Celebrities & Entertainment News,/Pets & Animals/Pets,/Hobbies & Leisure/Outdoors/Fishing,/Law & Government/Public Safety/Crime & Justice,/Science/Astronomy,/Hobbies & Leisure/Crafts,/Sports/Extreme Sports,/Sports/Combat Sports/Boxing,/Jobs & Education/Education,/Arts & Entertainment/Offbeat/Occult & Paranormal,/Online Communities/Dating & Personals,/Sports/Team Sports/Cricket,/Arts & Entertainment/Music & Audio/Rock Music,/Arts & Entertainment/Comics & Animation/Anime & Manga,/Food & Drink/Food/Meat & Seafood,/Beauty & Fitness,/Reference/General Reference,/Reference/Language Resources,/People & Society/Social Issues & Advocacy,/Law & Government/Legal/Legal Services,/Beauty & Fitness/Fashion & Style,/Internet & Telecom/Web Services,/Hobbies & Leisure/Water Activities/Boating,/Health/Health Conditions/Sleep Disorders,/Business & Industrial/Business Services,/Science/Computer Science,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop
4299,there once was a person by birth whose limericks were made for its worth from these limericks they read to a world that was led that kept all its own children on earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9900000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,"a decimetre per second (a 1010 to 1); it's reckoned the deciterator's meter missed in one frometer the line. (that's the meter, it's reckoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,"an angel's a spirit who sings like a floating in heavenly strings in the day one will find to keep parts intertwined like angel voices, these things",,0.6800000071525574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,"my new job's been really quite challenging i admit what the stress is?underwrenching but i do as i go but then what does he know for he's all drenching, drenching, scraping",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6700000166893005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,"she'll be gone any minute for it doesn't mean that you're in it there's no way you can go but can't see your plateau but i love you on her: yes, you're in it",,,,0.5199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,"they were wed at this point in their prime who had wed? one at two, it's a crime in the very same time all and for one, i'm since they are married in two-cast time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,"we've gone out on patrol to promote but we're here to come out, and we note we are here to pull in new license to barpin 'tis anyone here in our boat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,"this flower, of great import, has with a bright, earthy pizzazz-pazz the cidopsis, the flower doesn't make it bower it's only in bloom?there's no pizzazz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,"i believe that my limerick's lacking and i believe that my limerick's lacking what's more, and what's more but the work i adore they're a shame that my limerick limerick's lacking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,it is ciphered by those who like to eat used for cooking a wonderful treat in their search for a meal with a certain appeal but these dishes now are replete,,,,,,,,,,,,,,,,,,,,0.6299999952316284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,"this flower, of great import, has and infected by venomous bracts soon be eaten by bite soon they hide in the light they consume them to blood in their rax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9399999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,the cat was a bighearted guy the fur had a smile in his eye but he checkered through it he was friendly and quiet the mom was a big-hearted guy,,,,0.6100000143051147,,,0.550000011920929,,0.550000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,the cat was a bighearted guy not a good-looking man of a tie the job was so ghastly got nowhere too quickly the cat with a grin in his eye,,,,0.8199999928474426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,"a big bird can't be an amphibious bird unrating, or having you heard it don't have long wings there are too many things but imagine my thought seems absurd",,,,,,,,,0.75,,,,,0.699999988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,"when he visits, for his dastardly deeds then he saves him, that hope he succeeds for each dastardly deed any one, any need have the rest of his own what he needs",,,,0.6600000262260437,,,,,,,,,,,,,,,,,,,,,,,,0.5199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,the albacore's a genus of fly of some plant crust crustaceans you'll buy western southeastern u.s to make oil oil from plants but they're woe's; there are two kinds of fly,,,,,,,,,,,,,,,,,,,,0.6399999856948853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,i wish i would not exist although i am just ninety percent to fear and i wish i prefer to live fish and these leanings of mine are a twist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,"you are my equal, that's all you are are you faster and stronger by far and i'm willing to win but when i begin as i think you're the great football star",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,"we've gone out on patrol to promote if we slip or escape from our boat for a sailor, you know is his chance for the foe we'll stay safe if we're shot through his throat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6299999952316284,,,,
4318,the cat was a bighearted guy sent their neighbors. i'm wondering why he was left with the cat with his map on this map left her wandering eyes out of his eye,,,,0.7599999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,the paunchiest big cat of yore always roared as he dung over the floor since his cat ran away he were kittens at bay but he wasn't the big cat of yore,,,,0.5299999713897705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,"if you use deoxyribonucleic and exist in a life quite exotic with carbon, that gas is a number of mass or turn off if your life is chaotic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,a big bird can't be an amphibious bird for it's paunchy and ravenous? absurd large scales with sharp claws with sharp razor-sharp claws this lizard is now seen and heard,,,,,,,,,0.8199999928474426,,,,,0.5600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,"when your mind is so dull and abstract you feel lost, it's a matter of fact what is all against you then deep pain's what to do feeling dead, it's emotionless, abstract",,,,,,,,,,,,,,,,,,0.5699999928474426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,"you are asking for trouble, i fear there's a plan to pursue a career to your mom, who is out for our problem, we'll shout but we'll crawl through the cakes, chips, and beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,"what a pity that our city is run when i need to be high in the sun so i beg you one day piled and sickly, i'd say run a streetwalk? oh, one only one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,"in the spring some plants have such blooms their blossoms wake up from their rooms but the flowers in spring is like flowers, one thing are the blooms",,,,,,,,,,,,,,,,,,,,,,,0.8500000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,"you are my equal, that's all you are in me're you?and i'm now, impelaire you're my equal. oh, yes i'm equal and no less you say,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,"there once was a person by birth called every third person, on roth and at age, he was born who were sharp as a thorn when he saw him: he grew round the earth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,"i've a friend who is pretty dapper who's never been dapper and napper i smile as i try it i love him? he'll buy it here else, when he's ready to go?slapper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,"they were wed at this point in their prime when their wife screwed up, law against crime each in-law has agreed to be legally read makes that marriage go out of their time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,"you are my equal, that's all you are you are equally by far my equal, you agree get as good as can be youare equal. i stay under par",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,"i've a friend who is pretty dapper hides him so'sally'ly, i'm snapper when i'm diggin' at diggin' a curmudgeon, a cudgeon hands off when he acts like a cropper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,"it is ciphered by those who like to eat or a fruit or a soft kind of meat they're called capers, called capers and moors and pleasers but that's desserts that are sweet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,"in their carvings and letters, we read we had taken to care what we said but this consonant's name it's not just the same it is garish, and g's in my head",,,,0.6499999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,they were wed at this point in their prime seems guilty of marital crime won't cause marital strife and so folks have no life when you turn to your look at the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,there once was a person by birth whose brother's name also was worth who lived as a mother and left on her brother though twins? was a woman on earth,,,,,,,,,,,,,,,,,,0.5299999713897705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,so you think i'm an outcast? you're wrong that i hear no more verses of song you're all terribly sad but it makes me a fad since the best song can come back before long,,0.6700000166893005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,"the chamferman's work, in its prime can use german, a word for the time a line is, when one's in to the right ones that win of course, anapest meter's sublime",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,"you are asking for trouble, i fear to your love when i beg you?my dear when you ask, she is sweet such skills are a treat! then you know that i'm asking for beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,so you think i'm an outcast? you're wrong and the tidings that fill you with throng and now working one day? you it's a job that will do as sometimes i take the day long,,,,0.6399999856948853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,"they're expecting a divorce and a trial you say something's wrong with your smile for divorce, they'll kiss you your partners will miss you (i expect you'll be yours for awhile.",0.8299999833106995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,"when he visits, for his dastardly deeds posset in purple and white silver beads at his wedding, the face with his bride? an ace dressers to maids in a knead",,,,,,,,,0.5,,,0.5199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,they're expecting a divorce and a trial you'll be parted! we're happy and smile our sisters are wring our guys do the thing when they act in society's style,0.7900000214576721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,what a pity that our city is run what it's there; and before it gets done the great city today i'll destroy it; i pray is. pray for the things i have won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,"an angel's a spirit who sings big and wings, by her body and wings full of air, she has wings though these spiritual things does she soar up alone when she sings",,,,0.6600000262260437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,"your computer is useless when fried plug it out on the opposite side when you see it, you see you could get your adp since, though, there isn't no either side",,,,,,0.8199999928474426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,"you've got cancer? that's what you'd say you're the cause: et n?b? you've got cancer, you may and destroy you. no way no alternative treatment; you'll stay",,,,,,,,,,,,,,,,,,,,,,,,,0.9900000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,"you've got cancer? that's what you'd say you've got cancer, but not in your way what a thing's about you you've got blood, so we're through that's the green, but not in the gray",,,,,,,,,,,,,,,,,,,,,,,,,0.949999988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,"a decimetre per second for the length of one francis reckoned at least it's the measure that's a pound of treasure to measure it again, to be reckoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,"if you use deoxyribonucleic can convert ketyl glucose to frolic but organic reactions into random attractions of atoms get straight, and then frolic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7099999785423279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,"my new job's been really quite challenging who's a tough boss, and so taunting while is making my pay no one blows me away even though he seems most unflaunting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,your computer is useless when fried very hard to detect what's inside my fast lines never fail i can add to this tale all my data from windows they hide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,"when he visits, for his dastardly deeds that a dastardly fills all his needs his beautiful wife 'tis the end of my life i will leave her until she succeeds",,,,0.9100000262260437,,,,,,,,,,,,,,,,,,,,,,,,0.6200000047683716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,if you'd like a fast and furious fight and display both a lust and a fright since your outlook is true it's an apathy too an apathy starts out and uptight,,,,,,,,,,,,,0.7099999785423279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,you've got cancer? that's what you'd say or it might you cause cancer a day but cancer's the cause or your minor scar scars a subject for dental decay,,,,,,,,,,,,,,,,,,,,,,,,,0.9900000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,"she'll be gone any minute you could say, she's not asking your pardon when i walk, and it's night and she tells me she's right so she'll never get me a smidgeon",,,,0.6200000047683716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,in the spring some plants have such blooms the warm spring in the summer. the notes and the few buds will grow 'cause they're ready to go (but the plants will need dregs for their crops),,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,,,,,,,0.6800000071525574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,"i've a friend who is pretty dapper how to dress up and see him? i'm yapper watch me see him, he'll know though he made lots of dough i'm convinced that he'll jump in his jumper",,,,0.550000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,the adzuki: a yak that you'd meet where you'd haul it to lunch in the street there's a yak with raw meat for the crisp and the sweet then haul it to lunch for that treat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,"you are my equal, that's all you are i do much, but i don't get very far if i'm equal, you know for me, all ya must go then i'm sure that you'd look like a star",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,"they were wed at this point in their prime for these couples, united by crime while their parents are two two more others than you so that marriages now come in time",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,"my grandmother often would show from the home, for the price was quite low so her labor was cheap and her labor was steep since the home price seemed low, with no woe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,"this flower, of great import, has an beauty's the source of chagrin your nose (it's the smell is a wonderful smell for the distaste of you?returns within",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,there once was a girl from siberia was fond of her corliberia even though she grew but i haven't a few as she's not quite a lot of us all ciberia,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,"they're expecting a divorce and a trial break together, alone by a mile so they're forced to divorce an divorce, but, of course just to split, and so let's wear a smile",0.8999999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,"if you use deoxyribonucleic benzole that's awfully exotic in a protein, you'll find that they're linked and aligned filled with glucose. you'll soon be idiotic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5400000214576721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,a big bird can't be an amphibious bird they are sweetly and fishy? not heard cryptozoic's a name which it isn't the same though it wasn't my favorite word,,,,,,,,,,,,,,0.5199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,"you should see a man dressed as clown with the traffic all over town there's no lady, no car not acerbic by far and when we are all feeling down",,,,0.6700000166893005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,you should see a man dressed as clown and a man's body's down. he is down let's not be a real man a real unreal man his demeanor will not make you frown,,,,0.6200000047683716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,"in their carvings and letters, we read if your type were just dot on your head there's one word over there you could do it with care one word or whatever you said",,,,0.6800000071525574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,when your mind is so dull and abstract or you fear how you badly react it will turn from the sight or you stay out at night not to god and your lord and your max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,"it's not a plant most people would seek with its blossoms 'neath this castaway creek they start out with this herb its sweet buds smell superb in the future, its future is bleak",,,,,,,,,,,,,,,,,,,,0.5099999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,"it is ciphered by those who like to eat and despite all the ribbits of meat sliced, bacon-baked, or stewed of french-american food though their fish might have been quite a treat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,we've gone out on patrol to promote how we're off with the voices of note or the back on patrol time to stop! it's our choice how shall we back on patrol on the boat,,,,0.6100000143051147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,"in their carvings and letters, we read these were capitals. but if we're misled the authors would write they were, just as they, right (there was just one at all that we need.",,,,0.5199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,"the albacore's a genus of fly it swims into the sea, very high lying deep in the sea way up to the marmi after catching one, catching some sleigh",,,,,,,,,0.550000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,"if you use deoxyribonucleic with the clues you're incredibly cryptic as an acid, you see leave radicals free that alone makes it more than a tonic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5699999928474426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,"the cat was a bighearted guy no one loves, but he never knows why his laziness's all stop from making a crawl is a fact that one only knows why",,,,0.6200000047683716,,,,,0.5099999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,"an angel's a spirit who sings in joy or in mystical things or sun, night or day like a soul on display he has powers, like angels and kings",,,,0.8100000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
